customer_id	campaign_outcome
4843276981730507450	GoCar
3477995362156917261	Neuron electric scooter
m005777654734235643	Not Interested
4728041905580364988	Not Interested
9047802389806115253	Not Interested
82029712748856876	Neuron electric scooter
z604518176442049966	Neuron electric scooter
l783412139308850746	Not Interested
1063776910767791226	Neuron electric scooter
q318635363203064547	Not Interested
6627324248356011576	Not Interested
q871574781773052301	Not Interested
6904987397904969977	Not Interested
4298848689346415178	GoCar
k816328537555571700	Not Interested
4300890596697988226	Not Interested
l605527110579090881	Neuron electric scooter
z652080236297565142	Neuron electric scooter
r833790665447666696	Not Interested
3736021783567040218	Neuron electric scooter
l425650319927295425	Neuron electric scooter
q377787193622155582	Not Interested
3250706496752827995	Not Interested
7853309339452367189	Neuron electric scooter
k442097745004787512	Not Interested
6835477114863963205	Not Interested
4262428098895512685	Neuron electric scooter
5191367527911826578	Neuron electric scooter
4687569777220411978	Not Interested
r247119149393710555	Not Interested
7694834188638985195	Not Interested
q767413585282376464	Not Interested
8462696145791362920	Neuron electric scooter
l189275321828004242	Neuron electric scooter
k11505247264085790	Neuron electric scooter
q050268993959710267	Not Interested
q186188947753540208	Neuron electric scooter
z023619573270542	Neuron electric scooter
9064402812316485750	Not Interested
h976704761456859308	Not Interested
172991621128143277	Not Interested
l753753802889506960	Not Interested
9032966925823395165	Neuron electric scooter
8439880167074475850	Neuron electric scooter
r944936791830022979	GoCar
u772222047910204724	Not Interested
r792023599240995995	Neuron electric scooter
4632952794953764542	Not Interested
142891554139510564	Neuron electric scooter
z234677023513042161	Neuron electric scooter
5577464033727982053	Neuron electric scooter
r534523694105930891	Not Interested
l035248698560213723	Not Interested
z938686607618708661	Not Interested
h696795960711476263	Not Interested
l210072369915474234	Neuron electric scooter
7780039193697865053	Neuron electric scooter
1440090037782766224	Not Interested
2278561091730524620	Not Interested
6676301504878139263	Not Interested
8839996033693762213	Not Interested
r141303045049616085	Not Interested
7426153482404277456	Neuron electric scooter
l846673278273827466	Neuron electric scooter
2723147630228847703	Not Interested
1085787469992833427	Neuron electric scooter
l740075549708675297	Not Interested
3334323822038140488	Not Interested
8190863200453598629	Neuron electric scooter
5284332801946995301	Not Interested
h506522213216074558	Not Interested
z973156295874562411	Neuron electric scooter
5569977568993999816	Not Interested
4925218323979535435	Not Interested
7844230834465691542	Neuron electric scooter
l852387228174566572	Not Interested
3353231307059501638	Neuron electric scooter
u266490188255328180	Not Interested
1967916970619131789	Not Interested
4498805750750498773	Not Interested
z157249050233123204	Not Interested
2303246090099475522	Neuron electric scooter
3784587395945708624	Not Interested
l401795915391657133	Not Interested
m416208185622569691	GoCar
z996676812123238095	Not Interested
2360558439103767805	Not Interested
2714868607329125699	Neuron electric scooter
m804379488601836452	Not Interested
6448630988307170213	Not Interested
h679830062575073286	Not Interested
8312993746968126104	Neuron electric scooter
m242659059079586951	Not Interested
6577257360444929983	Not Interested
u46264569382323883	Neuron electric scooter
m496555056382465893	Not Interested
z700395273093018091	Not Interested
m047921967879188775	Not Interested
5857282138136894452	Not Interested
2066859551895126916	Not Interested
9039259077183066702	Not Interested
7612579283870206783	Not Interested
m171570383446778132	Not Interested
z168290774926668133	Neuron electric scooter
3115702295366034753	Neuron electric scooter
7397660267666982651	Not Interested
539736736729129188	Not Interested
6211350484545404932	Not Interested
8341914747588736815	Not Interested
3250739020470357537	Not Interested
q649878637981455649	Neuron electric scooter
l837617257908687384	Not Interested
q080149014953395361	Not Interested
2091932484001503006	Not Interested
k006706709097669094	Neuron electric scooter
5137852482050589454	Not Interested
k016616323495046062	Not Interested
6256218927064157071	Not Interested
8200563759642725604	Not Interested
7423686619886682363	Neuron electric scooter
h378867465400663682	Not Interested
7750401131468786680	GoCar
l995699891220976597	Not Interested
3954267420597868054	Not Interested
2843225370780321950	Not Interested
2428514994080070738	Neuron electric scooter
1320843933286454895	Not Interested
h532904610413285767	Neuron electric scooter
3502609799592906735	Neuron electric scooter
z690452888111066449	Not Interested
l954007716142381488	Not Interested
4993851308478583116	Not Interested
8197277608929667073	Not Interested
q998568420334833895	GoCar
u588582899438515809	Not Interested
u410074560337997202	Not Interested
6138927410078868413	Not Interested
m737143280400834103	Not Interested
1509363503116352422	Neuron electric scooter
k628393847874412083	Neuron electric scooter
2388712031354545273	Not Interested
7974317975575685681	Not Interested
k263297089230323840	Not Interested
8437577549304964064	Neuron electric scooter
m656627233186078465	Not Interested
3163655077448431796	Not Interested
z628129685556133854	Not Interested
z954696769496652399	Not Interested
l960461993908411593	Neuron electric scooter
1922069065512158687	Not Interested
q359262107449161653	Not Interested
m506806985278014124	Not Interested
h100896830109939141	Not Interested
u493983292544582196	Not Interested
1837307135632970996	Neuron electric scooter
554706310216707286	Not Interested
2621048895245566351	Not Interested
r4201019916772184	Not Interested
h300217072834133320	Neuron electric scooter
k936730959198235958	Neuron electric scooter
k435362170142031028	Not Interested
469605064934085406	Not Interested
h859955403864559583	Neuron electric scooter
1061303734263642189	Neuron electric scooter
803748473516428980	Neuron electric scooter
z789457771909074817	Not Interested
q055583864807981419	Neuron electric scooter
375358103994380798	Neuron electric scooter
r847317019964973701	Not Interested
2360263457139561829	Not Interested
q317131768273471877	Neuron electric scooter
l410031276353775648	Neuron electric scooter
z278404596145548705	Not Interested
z306262970326730397	Not Interested
l245049111323507521	Not Interested
794768763412088899	Neuron electric scooter
r635618879451951022	Not Interested
6201799512369174031	Neuron electric scooter
k819016352240501470	Neuron electric scooter
7850797696596537770	Not Interested
u690083365753699683	Not Interested
k518930612760165563	Not Interested
q092304531404618723	Neuron electric scooter
l488124543610769331	Neuron electric scooter
6773394927581798279	Not Interested
5048123231220577353	Not Interested
r810162518568464389	Not Interested
4343670596809083758	Not Interested
l528816775120278496	Not Interested
m431458425629757780	Neuron electric scooter
6381247922043304992	Neuron electric scooter
z345517065136527442	Neuron electric scooter
2731578210883885901	Not Interested
h131100220815551798	Neuron electric scooter
6049921465479955688	Not Interested
u30075835614661501	Not Interested
1766573122420096250	Not Interested
l905258490608470280	Not Interested
u998565195090178832	Neuron electric scooter
8373227806554268033	Neuron electric scooter
k072037238808630316	Neuron electric scooter
l481008041527317723	Not Interested
4360041512598459400	Not Interested
6370968828512137722	Neuron electric scooter
7913387577692579051	Not Interested
k711845481072470729	Neuron electric scooter
z621753316766426482	GoCar
3360540895712340362	Neuron electric scooter
h443520117290180689	Not Interested
m196438048965467423	Not Interested
3229937564518785306	Not Interested
8507041976371896569	Not Interested
h06446884240791911	Not Interested
u719953651716072159	Not Interested
2527409987416862575	Not Interested
4112328873332651889	Not Interested
r509557352874488544	Neuron electric scooter
k233473822639079817	Not Interested
8087615937906564574	Not Interested
5835901398492704007	Not Interested
q30866857878816065	Not Interested
r391982755981686916	Neuron electric scooter
k607677233076050324	Not Interested
r79515767744021522	Not Interested
k461362101013642466	Neuron electric scooter
k316747363083648196	Not Interested
r320176841781014799	Neuron electric scooter
l66607281228454109	GoCar
6256113359544248543	Not Interested
1681081887011310264	Not Interested
7840028654385107794	Not Interested
h047109343025132991	Not Interested
k747906175585127120	Not Interested
8294464694515695013	Neuron electric scooter
h215374836565329284	Not Interested
8024037816648194255	Not Interested
l635887504759639487	Not Interested
k128525136350044531	Neuron electric scooter
d75377865722664996	Not Interested
7615997748051015225	Neuron electric scooter
7570872502869879721	Not Interested
4647377027142035660	Not Interested
4181995228133578001	Not Interested
u816270568251771948	Neuron electric scooter
l515411903945184611	Neuron electric scooter
m31676654879240952	Neuron electric scooter
5378119920242107056	Not Interested
k605002657260594310	Neuron electric scooter
5810228103306085517	Neuron electric scooter
h043095895178589634	Not Interested
h852335674162976537	Neuron electric scooter
1789139697168415941	Neuron electric scooter
u17673950765874602	Not Interested
q588738378922581270	Not Interested
d160239344672513834	Not Interested
5765342050839086247	Neuron electric scooter
8344597135368744716	Not Interested
m69621335029720831	Not Interested
2379381151562510895	Neuron electric scooter
6264421696755990495	Not Interested
2351779725749368081	Not Interested
r26100031246784601	Not Interested
k469873617683809122	Not Interested
d112383471573893140	Not Interested
r768997424647556924	Neuron electric scooter
2119828662378103265	Not Interested
3996295347523880916	Not Interested
m983266071050952398	Neuron electric scooter
z064389120145523530	Not Interested
1169604951698372259	Neuron electric scooter
4429746802143801363	Not Interested
d78100791953460406	Neuron electric scooter
h429804383187054376	Neuron electric scooter
q094995623733753956	Not Interested
d165992491257280173	Not Interested
9081563221442221972	Not Interested
4967375849645968317	Not Interested
7115627560194368839	Not Interested
4349513006167432830	Neuron electric scooter
1820438091904124665	Neuron electric scooter
1970427562326932226	Not Interested
u07303776365165761	Not Interested
8736697059221262403	Not Interested
r076695653297366346	GoCar
q631546248973862004	Not Interested
6477106801793897375	Neuron electric scooter
k99035865959000534	Not Interested
3580587342950235790	Not Interested
6503705941575344015	Not Interested
515940633634410616	Neuron electric scooter
7968861720691215022	Not Interested
q163929217506132419	Neuron electric scooter
u952193647252044419	Not Interested
5353442716745864888	Neuron electric scooter
q411064088066622116	Not Interested
4293647619226977510	Not Interested
1164704558245408567	Not Interested
205013041440428363	Not Interested
4189543162352949094	Not Interested
h569076873482118260	Not Interested
5417228067471607749	Not Interested
q991909055038404922	Not Interested
648211373695055916	Neuron electric scooter
4577731629267182940	Not Interested
3621876000061476423	Neuron electric scooter
9167183050682731689	Neuron electric scooter
634247018315018113	Neuron electric scooter
179355793985824442	Neuron electric scooter
m197908251306670881	Not Interested
3955219305289666316	Not Interested
h245006209287220636	Not Interested
3929818805550551040	Neuron electric scooter
2040518444942127838	Neuron electric scooter
3372899729656021486	Not Interested
7963340056295844585	Neuron electric scooter
z935761713221125151	Neuron electric scooter
h179991524760357834	Neuron electric scooter
6993493280610406853	Not Interested
r799325413176685658	Neuron electric scooter
r129349138765379778	Neuron electric scooter
2627805814043719144	Not Interested
8587222297347239834	Not Interested
1511895262702548515	Neuron electric scooter
m94732765701009881	Not Interested
705700186430031629	Not Interested
8681405761890718353	Not Interested
k460192324777577237	Neuron electric scooter
6425313391270437263	Neuron electric scooter
h406784126402071739	GoCar
k892019747461120301	Neuron electric scooter
l257226014500077310	Neuron electric scooter
8287367239541582986	Not Interested
4328524865732852361	Not Interested
l180844411905503842	Neuron electric scooter
206387614912268433	Neuron electric scooter
h336062680737379038	Not Interested
d11289706936669239	Not Interested
u512217045978375974	Not Interested
5173197009864927171	Not Interested
3720205395760315832	Not Interested
h729998311348245501	Not Interested
m553300049092182268	Neuron electric scooter
l908076100247601794	Not Interested
1293724279798391223	Neuron electric scooter
5431050507577491421	Neuron electric scooter
1209479778296843579	Neuron electric scooter
z686080773150931417	Neuron electric scooter
5010046975827577742	Neuron electric scooter
1995224808001474276	Not Interested
8851042913567534221	Not Interested
7553931587599804977	Neuron electric scooter
m752092885688804069	Not Interested
u673753204236869689	Neuron electric scooter
m985603106732152566	Neuron electric scooter
6967861336724953331	GoCar
6695803893799052583	Not Interested
2044004115724011306	Not Interested
r544652262229901519	Not Interested
6343992607948707981	Neuron electric scooter
d69915075555086871	Neuron electric scooter
564513198174672617	GoCar
k2051310039645546	Neuron electric scooter
r543537256000304436	Neuron electric scooter
6105819913117934600	Neuron electric scooter
z064912053501739715	Not Interested
8727767014278921820	Not Interested
h279184062193861184	Neuron electric scooter
z064867877591228497	GoCar
q50085090476363206	Not Interested
r25451532032639310	Neuron electric scooter
l697467824511988500	Not Interested
6813869553298617827	Not Interested
461338192850430292	Not Interested
z378728954712567783	Neuron electric scooter
4054849190513748798	Not Interested
1234399861166411980	Not Interested
2986075629990515631	Not Interested
5339509454826786572	Not Interested
d095033148802321630	Not Interested
q042051127903250486	Neuron electric scooter
r466722819736508625	Neuron electric scooter
6357719547367035958	Not Interested
2382360805525405627	Not Interested
3996191272541229960	Not Interested
4916691751762651395	Neuron electric scooter
d014834153860623369	Not Interested
6182522213308146791	Not Interested
6825263768272495530	Not Interested
8483182143075882262	Neuron electric scooter
h901832324532632960	Not Interested
d202435474277535500	Not Interested
q617494881721242962	Not Interested
h503014799271045564	Not Interested
m625203344210175273	Not Interested
6478651310853102308	Not Interested
715632022719679574	Not Interested
2507673831057459237	Not Interested
d133609229545885020	Not Interested
q925541853557879859	Not Interested
7917588927996689528	Not Interested
u412671003966895801	Not Interested
5085870263635452496	Not Interested
9083889948211750026	Neuron electric scooter
4622127638845400705	Not Interested
m197484064726139953	Not Interested
r38537249101807962	Not Interested
4427069469965887228	Not Interested
m881443682840711461	Not Interested
u127514463402853888	Not Interested
l943729465075040520	Neuron electric scooter
r974817165859031347	Not Interested
6201822256139937569	Neuron electric scooter
8447867014158302219	Not Interested
r877390753905054094	Not Interested
2985964596747234501	Not Interested
u418234640266185261	Not Interested
q901395210906320999	Neuron electric scooter
u255067421480008318	Not Interested
k599747962759454831	Not Interested
5767537679164388996	Neuron electric scooter
3629500207748433320	Not Interested
m477807664088443460	GoCar
m169841356577096936	Neuron electric scooter
r49036337899878906	Not Interested
h987978151986246213	Not Interested
5345914487263494864	Not Interested
908744894738942465	Not Interested
d031595489237985579	Neuron electric scooter
z245209065720884795	Neuron electric scooter
k292381243647981404	Not Interested
4658804003841891876	Not Interested
6529405266211539089	Neuron electric scooter
q968310891284625685	Not Interested
r824018565889255442	Not Interested
5998169353410085024	Not Interested
6029001101999677829	Neuron electric scooter
3784292074023834148	Neuron electric scooter
145899362656484582	Not Interested
k59343132662801596	Not Interested
6222650720567386613	Not Interested
9071161391653078818	Neuron electric scooter
z448397556559066704	Not Interested
h03653890702653651	Not Interested
3634838152925605391	Not Interested
u960671390806272716	Neuron electric scooter
4304353391863268991	Not Interested
3239155283793121152	Not Interested
u984396384464131586	GoCar
2167797090370384205	Neuron electric scooter
z630032170070292387	Not Interested
z840862891274614295	Not Interested
3018268702742288004	Neuron electric scooter
h396997401113750021	Not Interested
4952233259807401400	Not Interested
2438286593406062443	Neuron electric scooter
7866095130667960330	Not Interested
q449804857410044774	Not Interested
4781518689703665433	Neuron electric scooter
r16529758564261432	Neuron electric scooter
k987043184931436201	Neuron electric scooter
7090383714131614828	Not Interested
9153774132447858488	Not Interested
h793558715427540952	Neuron electric scooter
u08161211951772643	Not Interested
1685710657630329309	Not Interested
6757702245811438870	Not Interested
h626729208304903420	Not Interested
6304390072947163006	Neuron electric scooter
m330976300241362006	Not Interested
m324621489174035646	Neuron electric scooter
k916974580870962166	Not Interested
r435863357965433164	Not Interested
l205020972733522322	Not Interested
5177149248900688701	Not Interested
z294483730402922816	Not Interested
u976416646812995415	Not Interested
u299109213530822092	Not Interested
r003293546550782879	Neuron electric scooter
837871230771294503	Neuron electric scooter
z419979447616872573	Not Interested
3613182353669692277	Neuron electric scooter
1890842389343787876	Not Interested
5323113396784800229	Not Interested
r58665514070745543	Not Interested
6807202491597623874	Neuron electric scooter
2832454877839193735	Not Interested
h88723693093572473	Not Interested
u267026831183338995	Not Interested
8257048205328567082	Not Interested
4189164425838911605	Not Interested
7087754860807526469	Not Interested
l469458771386860079	Neuron electric scooter
q933709469619580138	Not Interested
l134632182086080909	Not Interested
h052429872390321272	Neuron electric scooter
q725856305541078528	Not Interested
q287871411242807043	Not Interested
q277921728176867722	Not Interested
z015491601115976430	Not Interested
k945604006871954926	Neuron electric scooter
d80843468397501951	Not Interested
1215802990679218052	Neuron electric scooter
r874068727222709474	Not Interested
q920552062876577774	Not Interested
k205441087197330297	Not Interested
z096266216102937008	Neuron electric scooter
u92611536705185626	Not Interested
6264050983659939403	Not Interested
m517637957286236376	Not Interested
r343339985688469572	Neuron electric scooter
6432178577513463001	Neuron electric scooter
5819198819943985721	Not Interested
178208072649388950	Neuron electric scooter
1285481748355441793	Not Interested
h295695248207738425	Neuron electric scooter
d051299287421006743	Not Interested
u12780103180335359	Not Interested
4154230502730984314	Neuron electric scooter
4226800094279036850	GoCar
4378629615160895614	Neuron electric scooter
4005809710583216682	Not Interested
4674688393473193106	Not Interested
5383186587409327300	Not Interested
d013276750295225420	Not Interested
8316904845948728641	Not Interested
l701772289026129982	Neuron electric scooter
2038984718652629400	Not Interested
4024401521430404951	Not Interested
q32363395586253477	Not Interested
z397903316142329264	Neuron electric scooter
k403754192102130980	Neuron electric scooter
l690527022134780714	Neuron electric scooter
m126151351296178920	Neuron electric scooter
2804499910957277990	Not Interested
2189681469116599559	Not Interested
2098974646620516841	Neuron electric scooter
l20370677966993727	Not Interested
l03196789481289200	Not Interested
5729375325266581457	Neuron electric scooter
z140986649129358416	Not Interested
q421554387641320625	Neuron electric scooter
r838362920943997140	Not Interested
l170950363507163818	Not Interested
l772669293897191039	Neuron electric scooter
4077975828995960318	Neuron electric scooter
u68683728466871956	Not Interested
k565664131308979804	Not Interested
6258442962329194442	Neuron electric scooter
251966395160090523	Neuron electric scooter
m46264167995014295	Neuron electric scooter
1983661290170995503	Not Interested
1940176668802198079	Neuron electric scooter
8695499471171461308	Not Interested
h057155194921609342	GoCar
8748698273584399909	Neuron electric scooter
q723384368606922286	Not Interested
5551985654100491144	Neuron electric scooter
m094815738791868373	Neuron electric scooter
q911446684604705116	Not Interested
975024804957149459	Not Interested
639915142091663762	Not Interested
5271663520817401547	Not Interested
l840421884687098603	Not Interested
6739807870088024328	Not Interested
8741828844847534467	Not Interested
8869586264175948668	Not Interested
286907562559825387	Not Interested
k472606171426872248	Neuron electric scooter
1985938785283006997	Not Interested
l227285207095205464	Not Interested
7624981803785540654	Not Interested
6722179680635551629	Not Interested
396774204298014337	Neuron electric scooter
9050486370121645870	Neuron electric scooter
k404350756294342388	GoCar
z243395753169422766	Neuron electric scooter
m684537467688212911	Not Interested
5820065583682416404	Neuron electric scooter
6314090260719529795	Not Interested
q005120609325893224	Not Interested
763839992573558352	Not Interested
k909023059818718900	Not Interested
k596375712645665265	Not Interested
r072685480899862291	Not Interested
z204517343967925229	Not Interested
8993416485638579612	Not Interested
z278931373524958168	Not Interested
3892975059941550489	Not Interested
6896277504927979418	Not Interested
l24253027646893186	Not Interested
2623484687988741315	Neuron electric scooter
7067525715540933745	Not Interested
3396861648166587009	Not Interested
l556536729651164204	Not Interested
5970020953548948232	Neuron electric scooter
4212484237489661036	Not Interested
z277942385153948150	Not Interested
6585092244054331869	Not Interested
1871933828826824818	Not Interested
5967732737158083089	Not Interested
u293863071625432337	Neuron electric scooter
138660785606237313	Not Interested
m271690363730514420	Not Interested
d146844930558965090	Not Interested
u357239857682252368	Not Interested
q758883973814739632	Not Interested
4859090408220535502	Not Interested
3232749260602454152	Neuron electric scooter
8030592327622837618	Neuron electric scooter
8142949327191522554	Not Interested
6690017164100913440	Not Interested
7100769670218955671	Not Interested
r769136348391869252	Not Interested
6851134671592759264	Not Interested
r66498473427931244	Not Interested
5124984712611355665	Not Interested
2479960068760601211	Neuron electric scooter
m326808691573072530	Not Interested
7376602514127647049	Not Interested
4388840513569326984	Neuron electric scooter
3147368657123699579	Neuron electric scooter
5315884780156183136	Neuron electric scooter
6666272409180654353	Neuron electric scooter
d174446944233271851	Not Interested
6656694074415679212	Not Interested
m174515134637523258	Not Interested
5806628358300503121	Neuron electric scooter
6394588301661928521	Not Interested
4814344613907329886	Neuron electric scooter
6979299220016835520	Not Interested
k619328486892369754	Not Interested
3805890246229409985	Neuron electric scooter
1326180679997618127	Neuron electric scooter
2327114193942729246	Not Interested
8785495353606063467	Not Interested
u811098996856766654	Not Interested
u484278521527651394	Not Interested
l180517613252760378	Neuron electric scooter
2995904105453483488	Neuron electric scooter
2683762705297453865	Not Interested
h467193115737855081	Neuron electric scooter
5874826215376319747	Not Interested
404923577307995789	Not Interested
3565263100600789555	Neuron electric scooter
u404753925995525379	Not Interested
z015389854625082987	Neuron electric scooter
916356933634175161	Not Interested
3866640826779987643	Neuron electric scooter
z781465236955538637	Not Interested
579793274949588002	Not Interested
q234867907916337560	Not Interested
q430237428839974400	Not Interested
8390934119266651617	Not Interested
7951448541699156519	Not Interested
l878009617487779947	Not Interested
2747595411818545214	GoCar
u075125209585612865	Not Interested
5440779233847971757	Neuron electric scooter
q570752841845218509	Not Interested
q392057823997544445	Not Interested
z157355633138433273	Not Interested
h336366003098406387	Not Interested
4157612758719374580	Not Interested
q414958137393957392	Neuron electric scooter
k102225987894076092	Neuron electric scooter
1154200667216581138	Not Interested
m68521604997708409	Not Interested
737372983612010009	Not Interested
808858790858779109	Neuron electric scooter
339196562695198991	Neuron electric scooter
1918457513711063245	Not Interested
r952435645672222997	Not Interested
4066782950259675147	Not Interested
8814154037639181898	Not Interested
m363504001798085311	Neuron electric scooter
z925729813164824986	Neuron electric scooter
846940950042282358	Not Interested
k077974159880506756	Neuron electric scooter
m083771663065584538	Neuron electric scooter
k215776434316972785	Not Interested
u342082577166186974	Not Interested
q244286194833498234	Neuron electric scooter
4951634367575694341	Neuron electric scooter
4849822391438937845	Not Interested
9173140571611911249	Neuron electric scooter
q426631073445548074	Not Interested
7680533644184907753	Not Interested
k867613246868635477	Not Interested
l744170414846556492	Not Interested
m979218819361845215	Not Interested
982139669464520576	Neuron electric scooter
z038589766111700717	Neuron electric scooter
6984369458028465007	Not Interested
3933322554262382975	GoCar
k468774545072829385	Not Interested
h277490981468955462	Not Interested
8542487819729374767	Neuron electric scooter
q294251540948345000	Not Interested
h632220792997453428	Not Interested
k764736207457111930	Neuron electric scooter
5169431315855395458	Not Interested
h664470250467769369	Not Interested
k907397162272719645	Not Interested
q470831432063755984	Neuron electric scooter
l197880959855037458	Not Interested
m466717574721501179	Not Interested
m59970636651107783	Not Interested
q207742183301606045	Not Interested
u871922722042540701	Neuron electric scooter
z344620149716236251	Neuron electric scooter
q856776294650182102	Not Interested
1359777391096561309	Not Interested
8890068860281126160	Neuron electric scooter
k091844252787060418	Not Interested
r390991142817934848	Not Interested
4374194931903673686	Not Interested
d168835409115786436	Neuron electric scooter
919798033713549551	Not Interested
z486501725976791128	Not Interested
1910318924694927240	Neuron electric scooter
4810584102964771574	Not Interested
2860899968250199703	Neuron electric scooter
4533352464606586535	Neuron electric scooter
l461390955984324738	Neuron electric scooter
u508921104103396850	Not Interested
6003592842937429574	Not Interested
6736708152167097051	Not Interested
5214328464647300353	Not Interested
z612577921188151349	Neuron electric scooter
7564203476842236859	Neuron electric scooter
u004183380821709989	Not Interested
5220771704491092644	Neuron electric scooter
r537931823829202721	Not Interested
m881875606712205286	Neuron electric scooter
h636257377477610707	Not Interested
1863402064691257850	Not Interested
6118942252498620891	Not Interested
h318855174367559489	Not Interested
r098983538946334861	Neuron electric scooter
906926004643139716	Not Interested
5636780942358952571	Not Interested
k095611462633669434	Not Interested
h010086145826226146	Neuron electric scooter
8787087865544403701	Not Interested
3073019467949823614	Neuron electric scooter
z181460493214594807	Neuron electric scooter
l625124047954457713	Neuron electric scooter
50087204872094294	Not Interested
q669190163735656195	Neuron electric scooter
k551626063194938423	Not Interested
q402759996199710097	Not Interested
3331140443992273905	Neuron electric scooter
4732792645562645755	Not Interested
r941201677101230308	Neuron electric scooter
l77244487165757704	Not Interested
q385212493211309505	Neuron electric scooter
466949856599091185	Neuron electric scooter
8929353220772481493	Not Interested
q45891135118407326	Not Interested
5498791964574704573	Not Interested
m083739618848802582	Not Interested
u099808208924018448	Not Interested
4709089696180893173	Not Interested
294878517947037409	Neuron electric scooter
939420072595580940	Not Interested
3450957088820754912	Neuron electric scooter
1391627225184676154	Not Interested
2640336860394012810	Neuron electric scooter
763556337993347759	Not Interested
r712356642657690523	Not Interested
l828970037871211784	Not Interested
1835959024125294392	Not Interested
q682497828404249168	Not Interested
u114392205726822125	Neuron electric scooter
h847964698957559403	Not Interested
5821994598330370514	Neuron electric scooter
3226122142409813878	Not Interested
7161679812370191607	GoCar
3860104284927082070	Not Interested
u221061989853759152	Not Interested
5864316796861522784	Not Interested
q213672662236166100	Not Interested
7340052512207850082	Not Interested
590234227163468202	Not Interested
3985336168887823549	Neuron electric scooter
7747729265466635141	Not Interested
6189302769509215323	Not Interested
q827284939680847049	Neuron electric scooter
h405432782660105386	Not Interested
7854578651582621866	Neuron electric scooter
m888820986943086092	GoCar
8769673673366606774	Not Interested
5515554080023079653	Not Interested
4108132587346499372	Not Interested
1445987609338642164	Neuron electric scooter
r571305267331119563	Neuron electric scooter
h39126634261314601	Not Interested
8141930892357572928	Not Interested
h49291966946212758	Not Interested
k614992191352509381	Neuron electric scooter
829395658974314924	Not Interested
8380846311067514459	Not Interested
q672020116055297209	Neuron electric scooter
q863523265111166374	Neuron electric scooter
7295938403230980859	Not Interested
3492453443583105644	Not Interested
q811051305733571180	Not Interested
5712492021140391512	Not Interested
5419268711465575987	Not Interested
u654222999332654222	Neuron electric scooter
k535161246712645213	Not Interested
k390698040616562231	Neuron electric scooter
4259413656096547902	Neuron electric scooter
d062402893615350305	Not Interested
k937383432717580213	Not Interested
q679741695137664908	Neuron electric scooter
4663701726310626640	Neuron electric scooter
8521350736599549610	Neuron electric scooter
h414671571830291062	Not Interested
164776276905706300	Not Interested
k17416045458720877	Not Interested
h744031140449238615	Not Interested
u294803548116842894	Neuron electric scooter
7691959586276851907	Not Interested
r681910205518808347	Neuron electric scooter
5789169544203818679	Not Interested
3695304600305094523	Neuron electric scooter
u830478296335854975	Not Interested
h710789794685998947	Not Interested
3131773342552133331	Not Interested
l020332700589298075	Not Interested
z987333191350082590	Not Interested
2446995593288708163	Not Interested
l74627093218412644	Not Interested
d195714175634139900	Neuron electric scooter
7812357062894947222	Not Interested
7312758213506819392	Neuron electric scooter
7228812309370611154	Neuron electric scooter
4789231209537363781	Neuron electric scooter
5618412954847067465	GoCar
7368217024971600524	Not Interested
8755237677079778256	Not Interested
1153982178981191581	Neuron electric scooter
l68514075506872758	Neuron electric scooter
7417949648588853299	Not Interested
q698402938777055087	Neuron electric scooter
2349347548030308837	Not Interested
3519226886082525700	Not Interested
1367175402844506240	Not Interested
r104546509917354115	Not Interested
l132059988936784525	Not Interested
6279361567291800154	Neuron electric scooter
l631019437271769357	Neuron electric scooter
60761773078280752	Not Interested
m590702342412583781	Not Interested
h08373327251557006	Neuron electric scooter
m371556801510601273	Neuron electric scooter
8071673853565868977	Not Interested
8935740129702029894	Not Interested
2739202098561093229	Not Interested
m257999408832969292	Neuron electric scooter
q721832037566183831	Neuron electric scooter
5979494104716146850	Not Interested
5258146159312493190	Not Interested
4562694463366972537	Not Interested
6553459987023877838	Not Interested
h245441109660498569	Neuron electric scooter
6596001805007138584	Not Interested
3150340864940993051	Not Interested
7105790173013269410	Neuron electric scooter
r291871871505285527	Not Interested
k108656539176518337	Neuron electric scooter
z011200964902314338	Not Interested
1908722370274942763	Not Interested
7682405457352453304	Neuron electric scooter
l741524009091220992	Neuron electric scooter
l155226500917150995	Not Interested
2101507038425821430	Neuron electric scooter
q814169127263340922	Neuron electric scooter
z923431664233317919	Not Interested
q181879721627111230	Not Interested
h231979329895391121	Not Interested
u99603215390596190	Neuron electric scooter
z069369966644364911	Not Interested
z848979987428883876	Not Interested
m351510888481794193	Not Interested
z397110061447579087	Neuron electric scooter
2671414991438514820	Not Interested
m709553419370122349	Not Interested
l426848591857843769	Not Interested
6392354372990178144	Neuron electric scooter
k323331174166945668	Neuron electric scooter
3981747912769364543	Not Interested
5248119135067599615	Neuron electric scooter
8234431228921214991	Neuron electric scooter
k920933427397913113	Not Interested
5200018439026886659	Not Interested
l368006934842829205	Neuron electric scooter
m329383477032145034	Not Interested
727565470896971782	Neuron electric scooter
r694028433713509835	Not Interested
137375528706711107	Neuron electric scooter
z545539769257864924	Not Interested
q043111723430899030	Not Interested
m895323602727941859	Neuron electric scooter
k808024476996950200	Not Interested
m66318297392777646	Not Interested
7770486269450412550	Neuron electric scooter
u422133317268673627	Neuron electric scooter
3221308641114084050	Not Interested
k668410047732714008	Neuron electric scooter
l656912751890290762	Not Interested
2742220340494934100	Not Interested
m339487882523689880	GoCar
k073599124272126030	Neuron electric scooter
